light,timestamp,temp,press
1.000000,2019-02-13T22:14:02.684681,61.197167,99407.491998
1.000000,2019-02-13T22:16:03.052531,62.445974,99404.492199
1.000000,2019-02-13T22:18:02.590312,62.343786,99407.943730
1.000000,2019-02-13T22:20:02.964809,62.556583,99413.615862
1.000000,2019-02-13T22:22:02.319572,62.390950,99413.489396
1.000000,2019-02-13T22:24:02.689304,62.253950,99405.689934
1.000000,2019-02-13T22:26:03.055338,62.216330,99411.829156
1.000000,2019-02-13T22:28:02.433889,62.111332,99406.900142
1.000000,2019-02-13T22:30:02.817671,62.082134,99402.946803
1.000000,2019-02-13T22:32:03.186288,61.910876,99397.636784
1.000000,2019-02-13T22:34:02.566428,61.824965,99392.431891
1.000000,2019-02-13T22:36:02.954894,61.774428,99394.116330
1.000000,2019-02-13T22:38:02.319580,61.775551,99392.249655
1.000000,2019-02-13T22:40:02.718690,61.782851,99394.623475
1.000000,2019-02-13T22:42:03.107240,61.666616,99403.467002
1.000000,2019-02-13T22:44:02.470623,61.622817,99405.359915
1.000000,2019-02-13T22:46:02.865370,61.534095,99403.514211
1.000000,2019-02-13T22:48:03.221679,61.930529,99402.949929
1.000000,2019-02-13T22:50:02.586500,63.941021,99399.950490
1.000000,2019-02-13T22:52:02.953845,63.232552,99399.487113
1.000000,2019-02-13T22:54:02.326230,63.098935,99391.803944
1.000000,2019-02-13T22:56:02.705433,62.560513,99391.581512
1.000000,2019-02-13T22:58:03.064295,62.558829,99391.936921
1.000000,2019-02-13T23:00:02.445839,62.295499,99390.241159
1.000000,2019-02-13T23:02:02.810037,62.130422,99392.765748
1.000000,2019-02-13T23:04:03.168317,61.997348,99397.342957
1.000000,2019-02-13T23:06:02.559382,62.002401,99400.516590
1.000000,2019-02-13T23:08:02.927090,61.973203,99401.454309
1.000000,2019-02-13T23:10:02.286923,61.782851,99405.055717
1.000000,2019-02-13T23:12:02.655612,61.606533,99397.218875
1.000000,2019-02-13T23:14:03.018190,61.726699,99389.177864
1.000000,2019-02-13T23:16:02.376259,61.592495,99382.900737
1.000000,2019-02-13T23:18:02.898619,61.336994,99376.096471
1.000000,2019-02-13T23:20:03.255039,61.380794,99372.412249
1.000000,2019-02-13T23:22:02.639997,61.234229,99374.599244
1.000000,2019-02-13T23:24:03.023999,62.289884,99357.994853
1.000000,2019-02-13T23:26:02.392898,62.105155,99347.548035
1.000000,2019-02-13T23:28:02.782501,62.204539,99338.654032
1.000000,2019-02-13T23:30:03.141019,62.152882,99340.254777
1.000000,2019-02-13T23:32:02.514970,61.945128,99342.976821
1.000000,2019-02-13T23:34:02.874127,61.757583,99337.519652
1.000000,2019-02-13T23:36:03.250735,61.669985,99340.007634
1.000000,2019-02-13T23:38:02.612387,61.605971,99339.480536
1.000000,2019-02-13T23:40:02.997665,61.440880,99335.640298
1.000000,2019-02-13T23:42:02.365768,61.327447,99334.928870
1.000000,2019-02-13T23:44:02.729950,61.513880,99341.283016
1.000000,2019-02-13T23:46:03.106654,61.198851,99337.571465
1.000000,2019-02-13T23:48:02.467299,61.252199,99331.062074
1.000000,2019-02-13T23:50:02.837769,60.656927,99341.526614
1.000000,2019-02-13T23:52:03.196083,63.868043,99340.425806
1.000000,2019-02-13T23:54:02.565255,62.951841,99331.324076
1.000000,2019-02-13T23:56:02.953325,62.855274,99327.568558
1.000000,2019-02-13T23:58:02.318614,62.636310,99330.401134
1.000000,2019-02-14T00:00:02.683159,62.308413,99324.243400
1.000000,2019-02-14T00:02:03.043740,61.991733,99321.901666
1.000000,2019-02-14T00:04:02.398564,61.892908,99320.404165
1.000000,2019-02-14T00:06:02.773276,61.538587,99315.707019
1.000000,2019-02-14T00:08:03.162595,61.498157,99310.537088
1.000000,2019-02-14T00:10:02.532477,61.339240,99305.723781
1.000000,2019-02-14T00:12:02.919892,61.353840,99301.670649
1.000000,2019-02-14T00:14:02.293249,61.308916,99307.060215
1.000000,2019-02-14T00:16:02.657569,61.251638,99302.017246
1.000000,2019-02-14T00:18:03.189867,61.129218,99292.935490
1.000000,2019-02-14T00:20:02.546623,61.165719,99289.647129
1.000000,2019-02-14T00:22:02.934321,61.034874,99285.271667
1.000000,2019-02-14T00:24:02.312482,61.087662,99287.839633
1.000000,2019-02-14T00:26:02.684337,61.612148,99280.812152
1.000000,2019-02-14T00:28:03.045689,63.455990,99269.023616
1.000000,2019-02-14T00:30:02.412411,62.744670,99268.535815
1.000000,2019-02-14T00:32:02.781824,62.430815,99266.939988
1.000000,2019-02-14T00:34:03.169670,62.349963,99263.454920
1.000000,2019-02-14T00:36:02.525804,62.004086,99257.671706
1.000000,2019-02-14T00:38:02.918055,61.671670,99252.457337
1.000000,2019-02-14T00:40:02.275457,61.551503,99250.896479
1.000000,2019-02-14T00:42:02.656383,61.502649,99250.926219
1.000000,2019-02-14T00:44:03.025810,61.407749,99255.933096
1.000000,2019-02-14T00:46:02.393909,61.247145,99255.390921
1.000000,2019-02-14T00:48:02.768788,61.318463,99262.361733
1.000000,2019-02-14T00:50:03.274768,61.152242,99250.455806
1.000000,2019-02-14T00:52:02.644214,61.107317,99242.650408
1.000000,2019-02-14T00:54:03.030148,60.971978,99235.642365
1.000000,2019-02-14T00:56:02.393908,60.969732,99241.816073
1.000000,2019-02-14T00:58:02.770246,60.796764,99248.101480
1.000000,2019-02-14T01:00:03.153513,62.110209,99248.166004
1.000000,2019-02-14T01:02:02.533406,63.115777,99236.478567
1.000000,2019-02-14T01:04:02.900170,62.580726,99232.521171
1.000000,2019-02-14T01:06:03.274042,62.301114,99228.266334
1.000000,2019-02-14T01:08:02.632551,62.170850,99218.740991
1.000000,2019-02-14T01:10:02.985888,61.876062,99216.368937
1.000000,2019-02-14T01:12:02.372932,61.563295,99215.981521
1.000000,2019-02-14T01:14:02.740210,61.381356,99213.101902
1.000000,2019-02-14T01:16:03.120813,61.183689,99209.132702
1.000000,2019-02-14T01:18:02.646310,61.142134,99210.881960
1.000000,2019-02-14T01:20:03.019843,61.226368,99207.309370
1.000000,2019-02-14T01:22:02.390934,61.080923,99205.694141
1.000000,2019-02-14T01:24:02.779698,61.023643,99203.098980
1.000000,2019-02-14T01:26:03.143927,60.969170,99199.586549
1.000000,2019-02-14T01:28:02.538449,60.962993,99195.675526
1.000000,2019-02-14T01:30:02.902370,60.503047,99198.706842
1.000000,2019-02-14T01:32:03.264396,62.562197,99192.557573
1.000000,2019-02-14T01:34:02.649757,62.846853,99182.675329
1.000000,2019-02-14T01:36:03.017796,62.502121,99180.125912
1.000000,2019-02-14T01:38:02.400341,62.162989,99184.203085
1.000000,2019-02-14T01:40:02.776361,61.937828,99181.497238
1.000000,2019-02-14T01:42:03.155395,61.559926,99171.388855
1.000000,2019-02-14T01:44:02.567982,61.307232,99169.905561
1.000000,2019-02-14T01:46:02.916759,61.200536,99167.788982
1.000000,2019-02-14T01:48:02.299322,61.231983,99165.072402
1.000000,2019-02-14T01:50:02.673461,61.162911,99156.656982
1.000000,2019-02-14T01:52:03.058661,61.033751,99148.033068
1.000000,2019-02-14T01:54:02.425605,60.859662,99145.451131
1.000000,2019-02-14T01:56:02.811952,60.956815,99137.202725
1.000000,2019-02-14T01:58:03.379905,60.983771,99133.153136
1.000000,2019-02-14T02:00:02.782876,60.964116,99128.661457
1.000000,2019-02-14T02:02:03.151015,60.729373,99125.500635
1.000000,2019-02-14T02:04:03.150720,63.386377,99122.800281
1.000000,2019-02-14T02:06:03.331360,62.529633,99116.253773
1.000000,2019-02-14T02:08:03.492129,62.292130,99108.679218
1.000000,2019-02-14T02:10:03.737007,61.961412,99103.817388
1.000000,2019-02-14T02:12:03.015355,61.701431,99109.443581
1.000000,2019-02-14T02:14:03.297021,61.462218,99107.092616
1.000000,2019-02-14T02:16:03.471398,61.248830,99103.362958
1.000000,2019-02-14T02:18:02.932539,61.116302,99106.532790
1.000000,2019-02-14T02:20:03.091442,61.023643,99103.416335
1.000000,2019-02-14T02:22:03.365184,60.913574,99100.057987
1.000000,2019-02-14T02:24:03.691352,60.923121,99098.372525
1.000000,2019-02-14T02:26:03.881572,60.750714,99097.232316
1.000000,2019-02-14T02:28:03.051399,60.651311,99093.415435
1.000000,2019-02-14T02:30:03.181407,60.276154,99096.038123
1.000000,2019-02-14T02:32:03.357369,61.737930,99091.965663
1.000000,2019-02-14T02:34:03.507408,61.589125,99088.478074
1.000000,2019-02-14T02:36:03.793058,61.578456,99093.335561
1.000000,2019-02-14T02:38:02.996053,61.401010,99088.551446
1.000000,2019-02-14T02:40:03.551348,61.141572,99089.316181
1.000000,2019-02-14T02:42:03.741337,60.998372,99090.173101
1.000000,2019-02-14T02:44:03.001337,60.915820,99086.393016
1.000000,2019-02-14T02:46:03.129107,60.906273,99088.241411
1.000000,2019-02-14T02:48:03.381189,60.802942,99088.511845
1.000000,2019-02-14T02:50:03.523054,60.384547,99085.758914
1.000000,2019-02-14T02:52:03.835110,62.175903,99077.617767
1.000000,2019-02-14T02:54:03.124134,61.675601,99073.171177
1.000000,2019-02-14T02:56:03.281420,61.751406,99065.327400
1.000000,2019-02-14T02:58:03.465129,61.542518,99056.917841
1.000000,2019-02-14T03:00:03.607328,61.261746,99054.048215
1.000000,2019-02-14T03:02:02.961417,61.109001,99053.503547
1.000000,2019-02-14T03:04:03.271790,60.952884,99054.154433
1.000000,2019-02-14T03:06:03.520633,60.879317,99053.369162
1.000000,2019-02-14T03:08:03.170672,60.791148,99050.122567
1.000000,2019-02-14T03:10:03.300874,61.498718,99055.238290
1.000000,2019-02-14T03:12:03.445923,61.872693,99041.363787
1.000000,2019-02-14T03:14:03.702228,61.799697,99037.535710
1.000000,2019-02-14T03:16:03.848564,61.697500,99048.016827
1.000000,2019-02-14T03:18:03.531293,61.406064,99059.624666
1.000000,2019-02-14T03:20:03.688251,61.204467,99063.679467
1.000000,2019-02-14T03:22:03.850792,60.952884,99068.323666
1.000000,2019-02-14T03:24:02.980675,60.997810,99060.648714
1.000000,2019-02-14T03:26:03.131363,60.843937,99056.426025
1.000000,2019-02-14T03:28:03.303605,60.585042,99048.593618
1.000000,2019-02-14T03:30:03.485952,62.055744,99032.229818
1.000000,2019-02-14T03:32:03.654869,61.613271,99020.319952
1.000000,2019-02-14T03:34:02.968413,61.701431,99016.874861
1.000000,2019-02-14T03:36:03.101415,61.437510,99012.911787
1.000000,2019-02-14T03:38:03.291086,61.235914,99004.921048
1.000000,2019-02-14T03:40:03.434698,61.000057,98996.656172
1.000000,2019-02-14T03:42:03.701913,60.976470,98991.529840
1.000000,2019-02-14T03:44:03.870908,60.843376,99000.524942
1.000000,2019-02-14T03:46:03.022420,60.627162,98987.622311
1.000000,2019-02-14T03:48:03.261299,60.606383,98990.208505
1.000000,2019-02-14T03:50:03.383795,60.640079,98982.459067
1.000000,2019-02-14T03:52:02.942232,61.567787,98965.712958
1.000000,2019-02-14T03:54:03.091410,61.581825,98951.018418
1.000000,2019-02-14T03:56:03.251520,61.451549,98949.339961
1.000000,2019-02-14T03:58:03.380551,61.288700,98945.080669
1.000000,2019-02-14T04:00:03.535938,61.615517,98934.131312
1.000000,2019-02-14T04:02:03.791319,61.803627,98933.211738
1.000000,2019-02-14T04:04:03.081243,61.617763,98943.597476
1.000000,2019-02-14T04:06:03.231324,61.436949,98936.616107
1.000000,2019-02-14T04:08:03.371341,61.243214,98933.171208
1.000000,2019-02-14T04:10:03.531413,61.034874,98934.918203
1.000000,2019-02-14T04:12:03.061597,60.841129,98934.395362
1.000000,2019-02-14T04:14:03.242476,60.811365,98935.946281
1.000000,2019-02-14T04:16:03.383512,60.692308,98935.960768
1.000000,2019-02-14T04:18:03.680764,61.896277,98933.535407
1.000000,2019-02-14T04:20:03.832502,61.568349,98924.531774
1.000000,2019-02-14T04:22:03.071266,61.512195,98927.093813
1.000000,2019-02-14T04:24:03.315459,61.469518,98933.328880
1.000000,2019-02-14T04:26:03.842355,61.717153,98933.538783
1.000000,2019-02-14T04:28:02.991532,61.780044,98935.745697
1.000000,2019-02-14T04:30:03.132473,61.625063,98932.768485
1.000000,2019-02-14T04:32:03.351263,61.493664,98936.706706
1.000000,2019-02-14T04:34:03.515108,61.319586,98920.971753
1.000000,2019-02-14T04:36:03.656051,60.968047,98917.900648
1.000000,2019-02-14T04:38:02.905093,60.982648,98907.004962
1.000000,2019-02-14T04:40:03.056575,60.395217,98912.593216
1.000000,2019-02-14T04:42:03.242293,60.528320,98904.739260
1.000000,2019-02-14T04:44:03.491172,60.876509,98890.786342
1.000000,2019-02-14T04:46:03.647271,61.033751,98889.551942
1.000000,2019-02-14T04:48:03.882079,60.962431,98894.004564
1.000000,2019-02-14T04:50:03.013922,61.046667,98887.968276
1.000000,2019-02-14T04:52:03.153220,61.208398,98883.664422
1.000000,2019-02-14T04:54:03.276904,62.542546,98885.524691
1.000000,2019-02-14T04:56:03.421426,63.502586,98886.997916
1.000000,2019-02-14T04:58:03.659396,62.637994,98886.709622
1.000000,2019-02-14T05:00:03.945171,62.399934,98883.219009
1.000000,2019-02-14T05:02:03.263477,62.151759,98874.684266
1.000000,2019-02-14T05:04:03.511309,61.883362,98879.215474
1.000000,2019-02-14T05:06:03.651362,61.673355,98887.376688
1.000000,2019-02-14T05:08:03.781333,61.449303,98881.058081
1.000000,2019-02-14T05:10:02.914874,61.146064,98879.546523
1.000000,2019-02-14T05:12:03.061663,60.962431,98890.584575
1.000000,2019-02-14T05:14:03.360639,62.520088,98888.478585
1.000000,2019-02-14T05:16:03.512132,62.020931,98889.117448
1.000000,2019-02-14T05:18:03.191348,61.914245,98892.089534
1.000000,2019-02-14T05:20:03.331234,61.822157,98891.161992
1.000000,2019-02-14T05:22:03.450684,61.550380,98889.869338
1.000000,2019-02-14T05:24:03.611260,61.414487,98890.685769
1.000000,2019-02-14T05:26:03.773539,61.067445,98895.801819
9.000000,2019-02-14T05:28:03.932877,61.304424,98899.082397
0.000000,2019-02-14T05:30:03.081614,62.770496,98890.007068
0.000000,2019-02-14T05:32:03.251328,62.212400,98886.000494
0.000000,2019-02-14T05:34:03.541383,62.055182,98882.208494
0.000000,2019-02-14T05:36:03.784344,61.847987,98872.180194
0.000000,2019-02-14T05:38:02.931291,61.605410,98874.669182
0.000000,2019-02-14T05:40:03.073614,61.337555,98872.217528
0.000000,2019-02-14T05:42:03.241398,61.254445,98875.416555
0.000000,2019-02-14T05:44:03.741211,61.193236,98879.043991
0.000000,2019-02-14T05:46:03.878020,60.884371,98878.218221
0.000000,2019-02-14T05:48:03.032268,62.477978,98872.755698
0.000000,2019-02-14T05:50:03.302884,62.165796,98859.491233
0.000000,2019-02-14T05:52:03.421388,61.790712,98848.908750
0.000000,2019-02-14T05:54:03.731373,61.673916,98846.355668
0.000000,2019-02-14T05:56:03.872688,61.407749,98835.574600
0.000000,2019-02-14T05:58:03.128844,61.296562,98835.905279
0.000000,2019-02-14T06:00:03.271381,61.085977,98837.982748
0.000000,2019-02-14T06:02:03.542106,60.973663,98837.730820
0.000000,2019-02-14T06:04:03.170274,60.870332,98834.931213
0.000000,2019-02-14T06:06:03.324932,61.844618,98844.369753
0.000000,2019-02-14T06:08:03.591342,62.090556,98847.185653
0.000000,2019-02-14T06:10:03.741346,61.512757,98854.142875
0.000000,2019-02-14T06:12:03.891320,61.486926,98865.786238
0.000000,2019-02-14T06:14:03.021146,63.756331,98848.598074
0.000000,2019-02-14T06:16:03.162557,62.961385,98839.023031
0.000000,2019-02-14T06:18:03.471977,62.306167,98837.652293
0.000000,2019-02-14T06:20:03.751398,62.282024,98842.429165
0.000000,2019-02-14T06:22:03.919659,61.906384,98848.437886
0.000000,2019-02-14T06:24:03.161555,61.711538,98845.745227
0.000000,2019-02-14T06:26:03.461312,61.558241,98846.008285
0.000000,2019-02-14T06:28:03.734371,61.481872,98846.160791
0.000000,2019-02-14T06:30:03.871322,61.107878,98840.855113
0.000000,2019-02-14T06:32:03.021922,61.102824,98835.894890
0.000000,2019-02-14T06:34:03.246693,61.897961,98827.235421
0.000000,2019-02-14T06:36:03.387410,62.281462,98819.232552
0.000000,2019-02-14T06:38:03.642322,61.814858,98812.844250
0.000000,2019-02-14T06:40:03.776875,61.728384,98815.625098
0.000000,2019-02-14T06:42:02.981380,62.261249,98818.939826
0.000000,2019-02-14T06:44:03.120924,61.915930,98812.682539
0.000000,2019-02-14T06:46:03.395225,61.878870,98809.102009
0.000000,2019-02-14T06:48:03.522213,61.674478,98805.824050
0.000000,2019-02-14T06:50:03.671409,61.491418,98806.183332
0.000000,2019-02-14T06:52:03.803487,61.352717,98802.062409
0.000000,2019-02-14T06:54:02.928796,61.228052,98800.841457
0.000000,2019-02-14T06:56:03.084751,61.158980,98793.752452
0.000000,2019-02-14T06:58:03.231427,60.669282,98800.304870
0.000000,2019-02-14T07:00:03.356971,63.768120,98793.367939
0.000000,2019-02-14T07:02:03.654920,63.080969,98774.558266
0.000000,2019-02-14T07:04:02.990778,63.434096,98775.826572
0.000000,2019-02-14T07:06:03.272092,67.560940,98756.599625
0.000000,2019-02-14T07:08:03.785015,71.059698,98746.297811
0.000000,2019-02-14T07:10:03.042607,70.101162,98753.031957
0.000000,2019-02-14T07:12:03.571261,69.960372,98754.126340
0.000000,2019-02-14T07:14:03.710489,72.615873,98747.617033
0.000000,2019-02-14T07:16:03.866984,73.949727,98750.669808
0.000000,2019-02-14T07:18:03.161592,71.608741,98760.601242
0.000000,2019-02-14T07:20:03.331328,72.914174,98770.003973
0.000000,2019-02-14T07:22:03.641322,72.642227,98763.503422
0.000000,2019-02-14T07:24:03.801316,70.689534,98771.301494
0.000000,2019-02-14T07:26:02.952704,68.818253,98764.655281
0.000000,2019-02-14T07:28:03.091607,67.691113,98756.190026
0.000000,2019-02-14T07:30:03.681373,66.990845,98748.598201
0.000000,2019-02-14T07:32:03.847746,66.623291,98748.158057
0.000000,2019-02-14T07:34:03.381261,66.081188,98743.121587
0.000000,2019-02-14T07:36:03.541352,65.766346,98736.979726
0.000000,2019-02-14T07:38:03.691342,65.491901,98732.702088
0.000000,2019-02-14T07:40:02.942373,65.499759,98740.024542
0.000000,2019-02-14T07:42:03.261162,65.901601,98742.232075
0.000000,2019-02-14T07:44:03.501800,65.381335,98738.381866
0.000000,2019-02-14T07:46:03.661575,64.974976,98736.121315
0.000000,2019-02-14T07:48:03.781435,67.625465,98733.662964
0.000000,2019-02-14T07:50:02.961343,66.463358,98731.643949
0.000000,2019-02-14T07:52:03.113624,67.086238,98742.350071
0.000000,2019-02-14T07:54:03.791394,66.903868,98740.772667
0.000000,2019-02-14T07:56:02.992814,66.000374,98741.503167
0.000000,2019-02-14T07:58:03.151346,65.546903,98735.071411
0.000000,2019-02-14T08:00:03.391527,65.752315,98736.365590
0.000000,2019-02-14T08:02:03.308921,65.317913,98735.675345
0.000000,2019-02-14T08:04:03.921322,64.918286,98745.709290
0.000000,2019-02-14T08:06:03.076463,67.759565,98747.156382
0.000000,2019-02-14T08:08:03.237545,66.378620,98742.975029
0.000000,2019-02-14T08:10:03.475658,65.798897,98745.430495
0.000000,2019-02-14T08:12:03.001314,66.575031,98753.033976
0.000000,2019-02-14T08:14:03.121405,67.004874,98750.193129
0.000000,2019-02-14T08:16:03.383419,66.092973,98760.572098
0.000000,2019-02-14T08:18:03.683637,65.641753,98766.088549
0.000000,2019-02-14T08:20:03.855606,65.302198,98766.151996
0.000000,2019-02-14T08:22:03.231904,64.822866,98789.337452
0.000000,2019-02-14T08:24:03.869208,66.479632,98788.237480
0.000000,2019-02-14T08:26:03.191587,65.813489,98790.247771
0.000000,2019-02-14T08:28:03.321041,65.365620,98793.219972
0.000000,2019-02-14T08:30:03.452945,65.747826,98779.514072
0.000000,2019-02-14T08:32:03.575350,65.295462,98776.410782
0.000000,2019-02-14T08:34:03.841332,66.848876,98784.574085
3.000000,2019-02-14T08:36:03.073513,67.243353,98792.866128
3.000000,2019-02-14T08:38:03.371369,66.573909,98793.533775
3.000000,2019-02-14T08:40:03.711363,66.663695,98799.785655
3.000000,2019-02-14T08:42:03.251358,66.531260,98807.032095
3.000000,2019-02-14T08:44:03.381849,65.903284,98796.504500
4.000000,2019-02-14T08:46:03.526116,67.541862,98791.299344
4.000000,2019-02-14T08:48:03.715693,68.139408,98779.320847
4.000000,2019-02-14T08:50:03.853634,71.951383,98772.345647
4.000000,2019-02-14T08:52:03.004878,73.816856,98764.151554
4.000000,2019-02-14T08:54:03.163688,71.942971,98754.584364
4.000000,2019-02-14T08:56:03.326018,73.090794,98759.153162
5.000000,2019-02-14T08:58:03.439022,72.212139,98749.536086
4.000000,2019-02-14T09:00:03.688604,70.263263,98749.831216
5.000000,2019-02-14T09:02:03.787293,68.810960,98746.043791
4.000000,2019-02-14T09:04:02.931169,70.507250,98746.647853
4.000000,2019-02-14T09:06:03.282241,69.898670,98746.819703
5.000000,2019-02-14T09:08:03.545387,68.931014,98747.604939
5.000000,2019-02-14T09:10:03.668527,67.943597,98744.586702
5.000000,2019-02-14T09:12:02.962330,67.444231,98746.109703
5.000000,2019-02-14T09:14:03.495504,67.094094,98741.658198
5.000000,2019-02-14T09:16:03.792468,66.802301,98745.549663
5.000000,2019-02-14T09:18:03.086142,66.450451,98730.955519
5.000000,2019-02-14T09:20:03.365464,66.222610,98723.006104
5.000000,2019-02-14T09:22:03.521398,65.959406,98718.812874
5.000000,2019-02-14T09:24:03.681386,65.702366,98723.111248
5.000000,2019-02-14T09:26:03.805134,65.622109,98720.717219
5.000000,2019-02-14T09:28:02.981421,65.425674,98712.608853
5.000000,2019-02-14T09:30:03.140851,65.271328,98704.870160
5.000000,2019-02-14T09:32:03.441356,65.088354,98694.549565
5.000000,2019-02-14T09:34:03.562497,64.977782,98689.602176
4.000000,2019-02-14T09:36:03.701298,64.877312,98682.018012
11.000000,2019-02-14T09:38:03.840989,64.292424,98680.065040
16.000000,2019-02-14T09:40:03.001053,65.093967,98679.627885
0.000000,2019-02-14T09:42:03.171369,64.963189,98666.227525
1.000000,2019-02-14T09:44:03.656883,63.332482,98655.208192
1.000000,2019-02-14T09:46:03.782320,62.476855,98650.894023
1.000000,2019-02-14T09:48:03.378360,64.260989,98651.457579
1.000000,2019-02-14T09:50:03.685930,63.243219,98638.057475
1.000000,2019-02-14T09:52:03.811292,62.437552,98643.392695
1.000000,2019-02-14T09:54:02.963400,62.045075,98638.204646
1.000000,2019-02-14T09:56:03.114084,61.689077,98636.041102
1.000000,2019-02-14T09:58:03.371350,61.482434,98640.269937
1.000000,2019-02-14T10:00:03.601735,62.147267,98649.523614
1.000000,2019-02-14T10:02:03.561926,66.589622,98646.821386
1.000000,2019-02-14T10:04:03.820633,64.812202,98644.047852
1.000000,2019-02-14T10:06:02.971552,63.156761,98637.771872
1.000000,2019-02-14T10:08:03.471392,62.414532,98639.621143
1.000000,2019-02-14T10:10:03.601393,61.850233,98636.366723
1.000000,2019-02-14T10:12:03.751365,61.571718,98642.914557
1.000000,2019-02-14T10:14:03.020746,61.451549,98634.900996
1.000000,2019-02-14T10:16:03.261287,61.290385,98633.915416
1.000000,2019-02-14T10:18:03.551283,61.124163,98624.710275
1.000000,2019-02-14T10:20:03.080729,63.339781,98631.794887
1.000000,2019-02-14T10:22:03.353996,63.979193,98625.675875
1.000000,2019-02-14T10:24:03.513194,62.404987,98613.758885
1.000000,2019-02-14T10:26:03.795184,61.809804,98613.785514
1.000000,2019-02-14T10:28:02.951126,61.463903,98616.488774
1.000000,2019-02-14T10:30:03.331332,61.232545,98614.692866
1.000000,2019-02-14T10:32:03.861123,60.990510,98612.537192
1.000000,2019-02-14T10:34:03.001352,60.927052,98617.789500
1.000000,2019-02-14T10:36:03.566916,63.813029,98624.836745
1.000000,2019-02-14T10:38:03.701239,63.366728,98616.946091
1.000000,2019-02-14T10:40:03.851331,62.092802,98611.160331
1.000000,2019-02-14T10:42:03.433751,62.440921,98617.732429
1.000000,2019-02-14T10:44:03.681318,63.336974,98602.853262
1.000000,2019-02-14T10:46:03.830710,62.156251,98599.371654
1.000000,2019-02-14T10:48:02.961434,61.664370,98590.586701
10.000000,2019-02-14T10:50:03.255118,63.727701,98600.813966
5.000000,2019-02-14T10:52:03.522327,64.638198,98589.836244
6.000000,2019-02-14T10:54:03.761595,64.809395,98580.592183
6.000000,2019-02-14T10:56:03.901384,64.035890,98577.235767
6.000000,2019-02-14T10:58:03.204587,65.120908,98566.848310
6.000000,2019-02-14T11:00:03.451731,64.547265,98563.406654
6.000000,2019-02-14T11:02:03.471287,65.002479,98561.459606
6.000000,2019-02-14T11:04:03.622611,65.021001,98563.732991
6.000000,2019-02-14T11:06:03.775066,64.733058,98568.706512
6.000000,2019-02-14T11:08:02.911360,64.722955,98563.664004
6.000000,2019-02-14T11:10:03.041326,64.601151,98558.169637
6.000000,2019-02-14T11:12:03.316837,66.714200,98547.772377
6.000000,2019-02-14T11:14:03.621207,66.138430,98548.864161
6.000000,2019-02-14T11:16:03.941180,65.310617,98539.098578
6.000000,2019-02-14T11:18:03.641355,65.058607,98530.571677
6.000000,2019-02-14T11:20:03.811932,65.593486,98528.463336
6.000000,2019-02-14T11:22:03.071254,65.092283,98510.337700
6.000000,2019-02-14T11:24:03.346247,64.921654,98507.226194
6.000000,2019-02-14T11:26:03.652311,64.772911,98498.316175
5.000000,2019-02-14T11:28:03.942343,64.689277,98490.600900
5.000000,2019-02-14T11:30:03.210202,66.595794,98481.689563
7.000000,2019-02-14T11:32:03.491410,66.072770,98481.875595
7.000000,2019-02-14T11:34:03.641335,65.480676,98484.124305
7.000000,2019-02-14T11:36:03.800276,65.137185,98476.765192
7.000000,2019-02-14T11:38:03.073363,64.877312,98474.003118
7.000000,2019-02-14T11:40:03.243761,65.510984,98473.261367
7.000000,2019-02-14T11:42:03.471295,66.182765,98469.406156
