light,timestamp,temp,press
474.000000,2019-03-24T13:50:13.599973,71.208701,99818.504868
478.000000,2019-03-24T13:52:03.383347,70.853596,99807.326252
476.000000,2019-03-24T13:54:03.651114,70.599458,99806.138609
474.000000,2019-03-24T13:56:03.822512,70.295940,99803.309896
469.000000,2019-03-24T13:58:02.991053,70.236469,99793.495272
460.000000,2019-03-24T14:00:03.141262,70.110233,99793.124439
463.000000,2019-03-24T14:02:03.591295,70.033368,99789.467446
467.000000,2019-03-24T14:04:03.351313,70.000826,99793.599108
465.000000,2019-03-24T14:06:03.590919,70.447420,99789.124196
474.000000,2019-03-24T14:08:03.872388,70.201123,99788.715658
476.000000,2019-03-24T14:10:03.040021,70.020463,99790.735656
483.000000,2019-03-24T14:12:03.412441,69.446475,99793.071725
496.000000,2019-03-24T14:14:03.691210,69.969968,99794.585906
497.000000,2019-03-24T14:16:03.852489,70.615166,99789.182547
314.000000,2019-03-24T14:18:03.241047,70.801983,99789.933702
457.000000,2019-03-24T14:20:03.424314,70.797495,99779.406249
256.000000,2019-03-24T14:22:03.597162,70.374486,99775.615645
345.000000,2019-03-24T14:24:03.732236,70.127626,99773.031694
241.000000,2019-03-24T14:26:03.859037,69.952575,99774.842937
293.000000,2019-03-24T14:28:03.201246,69.790424,99779.151302
280.000000,2019-03-24T14:30:03.336691,69.655203,99765.769397
273.000000,2019-03-24T14:32:03.535994,69.721411,99768.579304
297.000000,2019-03-24T14:34:03.697485,69.612560,99764.834371
391.000000,2019-03-24T14:36:02.951236,69.557012,99757.464891
349.000000,2019-03-24T14:38:03.091348,69.479019,99757.813192
347.000000,2019-03-24T14:40:03.220675,69.352770,99758.416359
320.000000,2019-03-24T14:42:03.392717,69.330887,99756.019579
280.000000,2019-03-24T14:44:03.651327,69.331448,99760.815218
256.000000,2019-03-24T14:46:03.784480,69.324715,99758.477268
259.000000,2019-03-24T14:48:03.061704,70.708295,99760.503516
268.000000,2019-03-24T14:50:03.227644,71.198604,99757.805588
249.000000,2019-03-24T14:52:03.491083,71.136896,99754.706499
249.000000,2019-03-24T14:54:03.791581,71.119506,99752.339904
306.000000,2019-03-24T14:56:02.960608,70.936063,99748.097136
409.000000,2019-03-24T14:58:03.263080,70.412636,99748.804917
259.000000,2019-03-24T15:00:03.591288,70.166338,99740.042676
285.000000,2019-03-24T15:02:03.763178,69.944159,99739.914954
350.000000,2019-03-24T15:04:03.921269,69.791547,99737.283794
321.000000,2019-03-24T15:06:03.061221,69.739366,99733.625268
366.000000,2019-03-24T15:08:03.201308,69.721411,99733.180536
408.000000,2019-03-24T15:10:03.316998,69.703457,99730.113703
340.000000,2019-03-24T15:12:03.481306,69.659131,99724.785704
402.000000,2019-03-24T15:14:03.637836,69.534007,99722.699520
444.000000,2019-03-24T15:16:03.821987,69.530079,99728.613578
433.000000,2019-03-24T15:18:03.131316,69.519980,99726.827100
400.000000,2019-03-24T15:20:03.294530,69.426276,99727.893423
372.000000,2019-03-24T15:22:03.432816,69.632199,99728.870755
321.000000,2019-03-24T15:24:03.709758,70.528208,99730.442222
338.000000,2019-03-24T15:26:03.011432,70.778421,99732.615455
395.000000,2019-03-24T15:28:03.181876,70.886695,99723.010854
393.000000,2019-03-24T15:30:03.324953,70.485009,99722.088711
380.000000,2019-03-24T15:32:03.004532,70.141652,99721.029657
319.000000,2019-03-24T15:34:03.381467,69.835311,99723.391347
387.000000,2019-03-24T15:36:03.671142,69.776397,99719.034359
300.000000,2019-03-24T15:38:03.856672,69.708506,99711.833053
242.000000,2019-03-24T15:40:02.982870,69.689991,99711.180113
233.000000,2019-03-24T15:42:03.150173,69.594044,99708.302771
244.000000,2019-03-24T15:44:03.683080,69.626027,99703.635876
252.000000,2019-03-24T15:46:03.846192,69.550279,99702.364707
254.000000,2019-03-24T15:48:03.166249,69.539057,99699.506120
296.000000,2019-03-24T15:50:03.401791,69.563184,99700.769178
295.000000,2019-03-24T15:52:03.532141,69.519418,99700.238476
315.000000,2019-03-24T15:54:03.674992,70.495668,99704.896690
278.000000,2019-03-24T15:56:03.911999,71.469551,99706.462670
3.000000,2019-03-24T15:58:03.174876,71.045456,99706.256960
3.000000,2019-03-24T16:00:03.331260,69.557012,99701.753114
